incident_id,timestamp,customer_id,session_id,device_type,traffic_source,country,region,customer_segment,order_value,currency,payment_method,card_network,payment_attempt_number,payment_failure_reason,friction_type,baseline_conversion_probability,predicted_probability,model_confidence,treatment_group,intervention_type,discount_percent,discount_amount,expected_net_income,intervention_cost,recovered,recovered_gmv,incremental_gmv,revenue_saved,time_to_recovery_seconds,model_version,experiment_id
CHK_003752,2026-07-17T19:00:11Z,CUST_000098,SES_55012670,mobile,email,IN,MH,new,2450.0,INR,upi,None,1,technical_error,technical,0.035,0.271,0.84,treatment,payment_retry,0.0,0.0,279.97,20.0,1,2450.0,2144.18,911.0,91,v4.2.0-bayesian,EXP_002
CHK_003753,2026-07-17T19:00:17Z,CUST_003177,SES_85780251,mobile,email,IN,TN,returning,2750.0,INR,upi,None,1,authentication_failure,technical,0.085,0.266,0.82,treatment,payment_retry,0.0,0.0,317.16,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003754,2026-07-17T19:01:53Z,CUST_000137,SES_86586372,desktop,paid_search,IN,TG,high_value,111100.0,INR,debit_card,Mastercard,2,customer_abandonment,price,0.076,0.306,0.81,treatment,6_percent_discount,0.06,6666.0,17861.3,25.0,0,0.0,0.0,-25.0,,v4.2.0-bayesian,EXP_002
CHK_003755,2026-07-17T19:04:27Z,CUST_000562,SES_27468463,desktop,email,IN,KA,new,1900.0,INR,net_banking,None,2,insufficient_funds,payment,0.024,0.324,0.92,treatment,alternative_payment,0.0,0.0,236.31,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003756,2026-07-17T19:07:08Z,CUST_003780,SES_80728004,mobile,direct,IN,KA,new,2200.0,INR,debit_card,RuPay,1,customer_abandonment,price,0.027,0.319,0.87,treatment,personalized_offer,0.0,0.0,346.4,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003757,2026-07-17T19:09:56Z,CUST_004410,SES_88128875,mobile,paid_search,IN,DL,new,6300.0,INR,upi,None,1,authentication_failure,technical,0.04,0.05,0.9,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.2.0-bayesian,EXP_002
CHK_003758,2026-07-17T19:21:22Z,CUST_003470,SES_99795756,mobile,organic,IN,TN,new,2950.0,INR,debit_card,Mastercard,2,insufficient_funds,payment,0.018,0.329,0.96,treatment,alternative_payment,0.0,0.0,454.52,20.0,1,2950.0,2759.46,1101.0,60,v4.2.0-bayesian,EXP_002
CHK_003759,2026-07-17T19:21:38Z,CUST_000637,SES_97167830,desktop,social,IN,TN,new,3550.0,INR,credit_card,RuPay,1,bank_decline,payment,0.016,0.328,0.86,treatment,alternative_payment,0.0,0.0,566.81,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003760,2026-07-17T19:29:54Z,CUST_000328,SES_36752011,tablet,email,IN,TG,returning,12200.0,INR,credit_card,Visa,1,bank_decline,payment,0.059,0.306,0.83,treatment,payment_retry,0.0,0.0,1440.93,20.0,1,12200.0,9930.71,4616.0,410,v4.2.0-bayesian,EXP_002
CHK_003761,2026-07-17T19:30:23Z,CUST_001403,SES_63196102,mobile,email,IN,MH,returning,1250.0,INR,upi,None,2,authentication_failure,technical,0.088,0.32,0.95,treatment,personalized_offer,0.0,0.0,153.36,10.0,1,1250.0,836.17,465.0,231,v4.2.0-bayesian,EXP_002
CHK_003762,2026-07-17T19:31:02Z,CUST_002801,SES_45847973,mobile,paid_search,IN,MH,new,2050.0,INR,bnpl,None,3,technical_error,technical,0.043,0.256,0.93,treatment,payment_retry,0.0,0.0,262.23,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003763,2026-07-17T19:38:01Z,CUST_000633,SES_99501394,mobile,paid_search,IN,TG,returning,6350.0,INR,credit_card,Mastercard,2,bank_decline,payment,0.063,0.385,0.87,treatment,alternative_payment,0.0,0.0,1040.06,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003764,2026-07-17T19:41:02Z,CUST_002282,SES_59473975,mobile,social,IN,GJ,new,2150.0,INR,credit_card,Mastercard,1,bank_decline,payment,0.012,0.02,0.84,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.2.0-bayesian,EXP_002
CHK_003765,2026-07-17T19:42:48Z,CUST_001446,SES_49897156,mobile,email,IN,DL,returning,2400.0,INR,upi,None,1,insufficient_funds,payment,0.055,0.413,0.93,treatment,alternative_payment,0.0,0.0,369.73,20.0,1,2400.0,2083.88,892.0,168,v4.2.0-bayesian,EXP_002
CHK_003766,2026-07-17T19:45:32Z,CUST_000267,SES_25102950,mobile,paid_search,IN,MH,new,4300.0,INR,upi,None,1,customer_abandonment,price,0.027,0.338,0.88,treatment,4_percent_discount,0.04,172.0,682.32,25.0,0,0.0,0.0,-25.0,,v4.2.0-bayesian,EXP_002
CHK_003767,2026-07-17T19:46:14Z,CUST_003128,SES_74082781,desktop,paid_search,IN,GJ,price_sensitive,2400.0,INR,upi,None,1,insufficient_funds,payment,0.013,0.391,0.94,treatment,alternative_payment,0.0,0.0,376.84,20.0,1,2400.0,2280.0,892.0,318,v4.2.0-bayesian,EXP_002
CHK_003768,2026-07-17T19:49:28Z,CUST_002155,SES_45784162,desktop,paid_search,IN,MH,new,6000.0,INR,upi,None,1,customer_abandonment,price,0.033,0.389,0.85,treatment,4_percent_discount,0.04,240.0,929.7,25.0,0,0.0,0.0,-25.0,,v4.2.0-bayesian,EXP_002
CHK_003769,2026-07-17T19:51:34Z,CUST_001770,SES_51904773,desktop,paid_search,IN,MH,returning,2700.0,INR,credit_card,Visa,1,customer_abandonment,price,0.078,0.364,0.82,treatment,6_percent_discount,0.06,162.0,423.67,25.0,0,0.0,0.0,-25.0,,v4.2.0-bayesian,EXP_002
CHK_003770,2026-07-17T19:52:59Z,CUST_000581,SES_18806104,desktop,email,IN,MH,returning,2100.0,INR,upi,None,1,customer_abandonment,price,0.078,0.369,0.85,treatment,4_percent_discount,0.04,84.0,307.15,25.0,1,2016.0,1565.97,689.0,895,v4.2.0-bayesian,EXP_002
CHK_003771,2026-07-17T19:56:47Z,CUST_001534,SES_56630865,mobile,paid_search,IN,DL,new,5700.0,INR,upi,None,1,insufficient_funds,payment,0.012,0.35,0.9,treatment,alternative_payment,0.0,0.0,946.81,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003772,2026-07-17T20:03:02Z,CUST_001587,SES_93063266,mobile,direct,IN,KA,high_value,26000.0,INR,net_banking,None,2,customer_abandonment,price,0.07,0.07,0.86,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.2.0-bayesian,EXP_002
CHK_003773,2026-07-17T20:06:17Z,CUST_001230,SES_92061240,mobile,email,IN,UP,returning,5850.0,INR,credit_card,Amex,1,authentication_failure,technical,0.085,0.372,0.94,treatment,payment_retry,0.0,0.0,825.46,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003774,2026-07-17T20:11:51Z,CUST_001381,SES_50812611,mobile,organic,IN,WB,returning,12200.0,INR,debit_card,Mastercard,1,customer_abandonment,price,0.072,0.322,0.75,treatment,personalized_offer,0.0,0.0,1542.63,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003775,2026-07-17T20:12:11Z,CUST_000100,SES_55057782,desktop,organic,IN,TN,high_value,61400.0,INR,debit_card,Visa,1,customer_abandonment,price,0.068,0.287,0.75,treatment,urgency_message,0.0,0.0,7128.77,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003776,2026-07-17T20:17:27Z,CUST_001073,SES_39489723,desktop,paid_search,IN,MH,new,1350.0,INR,credit_card,Visa,2,bank_decline,payment,0.024,0.3,0.82,treatment,alternative_payment,0.0,0.0,210.02,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003777,2026-07-17T20:17:32Z,CUST_000779,SES_49445854,mobile,direct,IN,DL,price_sensitive,1200.0,INR,upi,None,1,authentication_failure,technical,0.037,0.302,0.9,treatment,payment_retry,0.0,0.0,131.92,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003778,2026-07-17T20:17:49Z,CUST_004758,SES_75261515,mobile,paid_search,IN,MH,returning,4700.0,INR,debit_card,RuPay,1,authentication_failure,technical,0.085,0.374,0.92,treatment,payment_retry,0.0,0.0,694.75,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003779,2026-07-17T20:19:59Z,CUST_001633,SES_37524196,mobile,organic,IN,MH,price_sensitive,2400.0,INR,credit_card,Amex,1,bank_decline,payment,0.012,0.358,0.84,treatment,alternative_payment,0.0,0.0,392.72,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003780,2026-07-17T20:22:37Z,CUST_004845,SES_23803530,desktop,organic,IN,DL,high_value,14500.0,INR,debit_card,RuPay,2,expired_card,payment,0.064,0.268,0.83,treatment,alternative_payment,0.0,0.0,1963.04,20.0,1,14500.0,11457.85,5490.0,529,v4.2.0-bayesian,EXP_002
CHK_003781,2026-07-17T20:23:02Z,CUST_004819,SES_32652031,mobile,paid_search,IN,WB,high_value,55400.0,INR,upi,None,1,customer_abandonment,price,0.062,0.458,0.86,treatment,8_percent_discount,0.08,4432.0,8340.02,25.0,0,0.0,0.0,-25.0,,v4.2.0-bayesian,EXP_002
CHK_003782,2026-07-17T20:24:54Z,CUST_000538,SES_29177712,mobile,email,IN,KA,returning,10800.0,INR,credit_card,Visa,1,expired_card,payment,0.06,0.314,0.94,treatment,personalized_offer,0.0,0.0,1464.13,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003783,2026-07-17T20:25:17Z,CUST_000953,SES_61796673,desktop,email,IN,TN,returning,3850.0,INR,upi,None,1,technical_error,technical,0.086,0.301,0.87,treatment,payment_retry,0.0,0.0,566.14,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003784,2026-07-17T20:28:27Z,CUST_000293,SES_31514554,mobile,direct,IN,GJ,returning,13400.0,INR,credit_card,Mastercard,1,authentication_failure,technical,0.085,0.188,0.88,treatment,alternative_payment,0.0,0.0,1806.77,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003785,2026-07-17T20:30:16Z,CUST_000576,SES_45302935,desktop,organic,IN,MH,new,9900.0,INR,upi,None,2,authentication_failure,technical,0.054,0.307,0.95,treatment,payment_retry,0.0,0.0,1202.31,20.0,1,9900.0,7873.88,3742.0,136,v4.2.0-bayesian,EXP_002
CHK_003786,2026-07-17T20:33:34Z,CUST_001167,SES_65143196,desktop,organic,IN,TN,returning,9250.0,INR,debit_card,Mastercard,1,bank_decline,payment,0.061,0.335,0.84,treatment,alternative_payment,0.0,0.0,1495.4,20.0,1,9250.0,7659.6,3495.0,194,v4.2.0-bayesian,EXP_002
CHK_003787,2026-07-17T20:38:08Z,CUST_003965,SES_89243860,mobile,organic,IN,MH,new,1250.0,INR,debit_card,RuPay,2,authentication_failure,technical,0.048,0.22,0.85,treatment,payment_retry,0.0,0.0,155.0,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003788,2026-07-17T20:42:58Z,CUST_001091,SES_22592021,mobile,email,IN,DL,returning,17600.0,INR,net_banking,None,1,customer_abandonment,price,0.072,0.441,0.86,treatment,6_percent_discount,0.06,1056.0,2823.2,25.0,1,16544.0,13840.38,5607.0,895,v4.2.0-bayesian,EXP_002
CHK_003789,2026-07-17T20:44:59Z,CUST_000637,SES_91313412,desktop,direct,IN,TN,new,1600.0,INR,credit_card,Amex,2,bank_decline,payment,0.024,0.313,0.89,treatment,payment_retry,0.0,0.0,226.69,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003790,2026-07-17T20:48:47Z,CUST_000628,SES_13694683,mobile,organic,IN,MH,returning,750.0,INR,upi,None,1,authentication_failure,technical,0.085,0.385,0.9,treatment,payment_retry,0.0,0.0,84.34,20.0,1,750.0,556.78,265.0,293,v4.2.0-bayesian,EXP_002
CHK_003791,2026-07-17T20:49:27Z,CUST_000713,SES_50995214,mobile,paid_search,IN,TG,returning,6450.0,INR,credit_card,Visa,1,customer_abandonment,price,0.072,0.341,0.85,treatment,2_percent_discount,0.02,129.0,986.76,25.0,1,6321.0,5071.51,2297.0,660,v4.2.0-bayesian,EXP_002
CHK_003792,2026-07-17T20:50:42Z,CUST_000771,SES_52207735,desktop,direct,IN,MH,new,3250.0,INR,credit_card,Visa,1,bank_decline,payment,0.016,0.438,0.92,treatment,alternative_payment,0.0,0.0,535.41,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003793,2026-07-17T20:52:46Z,CUST_003219,SES_11497766,desktop,email,IN,MH,returning,1950.0,INR,upi,None,1,authentication_failure,technical,0.088,0.214,0.88,treatment,personalized_offer,0.0,0.0,239.6,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003794,2026-07-17T20:53:26Z,CUST_002005,SES_65258260,mobile,paid_search,IN,UP,returning,5550.0,INR,net_banking,None,1,customer_abandonment,price,0.072,0.402,0.84,treatment,6_percent_discount,0.06,333.0,938.0,25.0,1,5217.0,4310.73,1751.0,124,v4.2.0-bayesian,EXP_002
CHK_003795,2026-07-17T20:54:31Z,CUST_001817,SES_98753741,desktop,direct,IN,MH,new,9700.0,INR,upi,None,3,technical_error,technical,0.049,0.264,0.91,treatment,payment_retry,0.0,0.0,1384.1,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003796,2026-07-17T20:55:40Z,CUST_001033,SES_97066562,mobile,social,IN,MH,price_sensitive,950.0,INR,upi,None,1,insufficient_funds,payment,0.012,0.345,0.83,treatment,alternative_payment,0.0,0.0,156.59,20.0,1,950.0,902.5,341.0,227,v4.2.0-bayesian,EXP_002
CHK_003797,2026-07-17T20:59:32Z,CUST_001401,SES_61435003,desktop,organic,IN,KA,returning,550.0,INR,upi,None,2,customer_abandonment,price,0.086,0.376,0.79,treatment,personalized_offer,0.0,0.0,66.88,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003798,2026-07-17T21:06:40Z,CUST_002184,SES_97655224,mobile,email,IN,MH,returning,3300.0,INR,upi,None,1,insufficient_funds,payment,0.055,0.461,0.93,treatment,alternative_payment,0.0,0.0,604.1,20.0,1,3300.0,2874.06,1234.0,41,v4.2.0-bayesian,EXP_002
CHK_003799,2026-07-17T21:10:12Z,CUST_002392,SES_20710345,mobile,paid_search,IN,KA,new,1750.0,INR,upi,None,2,customer_abandonment,price,0.035,0.429,0.84,treatment,8_percent_discount,0.08,140.0,270.09,25.0,0,0.0,0.0,-25.0,,v4.2.0-bayesian,EXP_002
CHK_003800,2026-07-17T21:17:43Z,CUST_001708,SES_19377456,desktop,email,IN,TG,returning,4350.0,INR,credit_card,Visa,1,customer_abandonment,price,0.078,0.313,0.86,treatment,4_percent_discount,0.04,174.0,665.04,25.0,0,0.0,0.0,-25.0,,v4.2.0-bayesian,EXP_002
CHK_003801,2026-07-17T21:21:09Z,CUST_001931,SES_33680450,tablet,direct,IN,DL,returning,4600.0,INR,credit_card,Mastercard,1,customer_abandonment,price,0.076,0.452,0.83,treatment,6_percent_discount,0.06,276.0,710.86,25.0,0,0.0,0.0,-25.0,,v4.2.0-bayesian,EXP_002
CHK_003802,2026-07-17T21:24:22Z,CUST_000533,SES_63575471,mobile,email,IN,GJ,returning,8200.0,INR,net_banking,None,1,insufficient_funds,payment,0.055,0.252,0.85,treatment,personalized_offer,0.0,0.0,1099.31,10.0,1,8200.0,6650.16,3106.0,173,v4.2.0-bayesian,EXP_002
CHK_003803,2026-07-17T21:26:40Z,CUST_001291,SES_36338722,mobile,organic,IN,GJ,new,1350.0,INR,credit_card,Mastercard,2,expired_card,payment,0.023,0.259,0.9,treatment,personalized_offer,0.0,0.0,167.64,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003804,2026-07-17T21:30:56Z,CUST_000434,SES_41738563,mobile,paid_search,IN,DL,new,2000.0,INR,upi,None,1,authentication_failure,technical,0.04,0.23,0.91,treatment,payment_retry,0.0,0.0,224.03,20.0,1,2000.0,1670.99,740.0,137,v4.2.0-bayesian,EXP_002
CHK_003805,2026-07-17T21:36:55Z,CUST_000026,SES_90560674,mobile,referral,IN,DL,new,1600.0,INR,upi,None,1,technical_error,technical,0.035,0.278,0.92,treatment,payment_retry,0.0,0.0,180.43,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003806,2026-07-17T21:41:39Z,CUST_000731,SES_20430965,mobile,email,IN,KA,returning,2850.0,INR,credit_card,Amex,1,authentication_failure,technical,0.085,0.3,0.86,treatment,payment_retry,0.0,0.0,392.56,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003807,2026-07-17T21:44:33Z,CUST_001813,SES_41837426,desktop,paid_search,IN,MH,price_sensitive,1150.0,INR,upi,None,2,authentication_failure,technical,0.051,0.354,0.91,treatment,payment_retry,0.0,0.0,135.52,20.0,1,1150.0,978.12,417.0,605,v4.2.0-bayesian,EXP_002
CHK_003808,2026-07-17T21:45:44Z,CUST_001898,SES_77582640,mobile,social,IN,MH,new,2400.0,INR,upi,None,3,customer_abandonment,price,0.035,0.239,0.77,treatment,personalized_offer,0.0,0.0,345.06,10.0,1,2400.0,2112.03,902.0,483,v4.2.0-bayesian,EXP_002
CHK_003809,2026-07-17T21:46:00Z,CUST_001692,SES_58766411,mobile,paid_search,IN,DL,returning,4400.0,INR,upi,None,1,customer_abandonment,price,0.072,0.331,0.88,treatment,personalized_offer,0.0,0.0,693.16,10.0,1,4400.0,3355.61,1662.0,94,v4.2.0-bayesian,EXP_002
CHK_003810,2026-07-17T21:55:20Z,CUST_001231,SES_90023802,mobile,paid_search,IN,MH,new,8950.0,INR,upi,None,1,technical_error,technical,0.035,0.254,0.89,treatment,payment_retry,0.0,0.0,1057.08,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003811,2026-07-17T22:06:10Z,CUST_000132,SES_77997823,mobile,organic,IN,TN,returning,2950.0,INR,debit_card,Mastercard,1,customer_abandonment,price,0.072,0.367,0.85,treatment,personalized_offer,0.0,0.0,413.11,10.0,1,2950.0,2300.22,1111.0,105,v4.2.0-bayesian,EXP_002
CHK_003812,2026-07-17T22:06:54Z,CUST_000170,SES_17444214,mobile,paid_search,IN,UP,price_sensitive,2400.0,INR,upi,None,1,insufficient_funds,payment,0.012,0.389,0.91,treatment,alternative_payment,0.0,0.0,391.58,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003813,2026-07-17T22:07:14Z,CUST_004912,SES_89947405,mobile,organic,IN,KA,new,4350.0,INR,upi,None,2,authentication_failure,technical,0.048,0.056,0.87,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.2.0-bayesian,EXP_002
CHK_003814,2026-07-17T22:23:46Z,CUST_001055,SES_29325566,mobile,organic,IN,DL,price_sensitive,4100.0,INR,upi,None,2,insufficient_funds,payment,0.015,0.438,0.87,treatment,alternative_payment,0.0,0.0,683.92,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003815,2026-07-17T22:25:15Z,CUST_004683,SES_37099700,mobile,paid_search,IN,TN,new,4300.0,INR,upi,None,1,customer_abandonment,price,0.027,0.283,0.83,treatment,2_percent_discount,0.02,86.0,725.34,25.0,0,0.0,0.0,-25.0,,v4.2.0-bayesian,EXP_002
CHK_003816,2026-07-17T22:28:53Z,CUST_001965,SES_16386671,desktop,organic,IN,DL,returning,4550.0,INR,credit_card,Mastercard,2,bank_decline,payment,0.069,0.303,0.84,treatment,personalized_offer,0.0,0.0,710.9,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003817,2026-07-17T22:29:46Z,CUST_001463,SES_38962452,desktop,paid_search,IN,TN,returning,1950.0,INR,credit_card,Mastercard,3,bank_decline,payment,0.069,0.386,0.92,treatment,alternative_payment,0.0,0.0,261.73,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003818,2026-07-17T22:33:25Z,CUST_000238,SES_29971793,tablet,direct,IN,KA,returning,5550.0,INR,upi,None,2,customer_abandonment,price,0.084,0.339,0.75,treatment,personalized_offer,0.0,0.0,784.72,10.0,1,5550.0,4240.59,2099.0,354,v4.2.0-bayesian,EXP_002
CHK_003819,2026-07-17T22:39:43Z,CUST_000753,SES_42198364,mobile,direct,IN,MH,returning,1350.0,INR,credit_card,Visa,1,expired_card,payment,0.06,0.306,0.87,treatment,personalized_offer,0.0,0.0,193.76,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003820,2026-07-17T22:42:12Z,CUST_001467,SES_12042155,mobile,organic,IN,TG,new,2750.0,INR,upi,None,1,technical_error,technical,0.035,0.26,0.83,treatment,payment_retry,0.0,0.0,316.03,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003821,2026-07-17T22:42:42Z,CUST_000644,SES_17759896,desktop,email,IN,MH,new,1600.0,INR,debit_card,RuPay,2,insufficient_funds,payment,0.024,0.253,0.93,treatment,payment_retry,0.0,0.0,195.11,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003822,2026-07-17T22:43:34Z,CUST_001858,SES_16425060,desktop,direct,IN,MH,returning,1900.0,INR,credit_card,Visa,1,customer_abandonment,price,0.078,0.345,0.76,treatment,personalized_offer,0.0,0.0,282.17,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003823,2026-07-17T22:44:31Z,CUST_002378,SES_77586101,mobile,organic,IN,TN,new,2250.0,INR,net_banking,None,1,customer_abandonment,price,0.027,0.456,0.87,treatment,6_percent_discount,0.06,135.0,385.75,25.0,0,0.0,0.0,-25.0,,v4.2.0-bayesian,EXP_002
CHK_003824,2026-07-17T22:52:27Z,CUST_001532,SES_73706102,desktop,referral,IN,MH,new,2000.0,INR,upi,None,1,insufficient_funds,payment,0.016,0.338,0.89,treatment,alternative_payment,0.0,0.0,327.03,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003825,2026-07-17T22:53:18Z,CUST_004743,SES_87981503,desktop,direct,IN,DL,returning,3550.0,INR,debit_card,RuPay,3,bank_decline,payment,0.069,0.414,0.92,treatment,alternative_payment,0.0,0.0,495.92,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003826,2026-07-17T22:54:55Z,CUST_004992,SES_23809484,desktop,direct,IN,KA,returning,4100.0,INR,debit_card,RuPay,2,customer_abandonment,price,0.086,0.445,0.83,treatment,6_percent_discount,0.06,246.0,628.95,25.0,1,3854.0,3178.56,1287.0,516,v4.2.0-bayesian,EXP_002
CHK_003827,2026-07-17T22:56:34Z,CUST_001572,SES_76044855,mobile,direct,IN,TG,returning,4100.0,INR,credit_card,Mastercard,1,customer_abandonment,price,0.072,0.312,0.75,treatment,personalized_offer,0.0,0.0,507.09,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003828,2026-07-17T23:01:23Z,CUST_001910,SES_23301096,mobile,organic,IN,MH,new,1800.0,INR,debit_card,RuPay,3,expired_card,payment,0.023,0.246,0.87,treatment,alternative_payment,0.0,0.0,226.65,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003829,2026-07-17T23:13:40Z,CUST_000381,SES_32152260,mobile,direct,IN,TG,returning,3800.0,INR,credit_card,Mastercard,3,expired_card,payment,0.068,0.386,0.84,treatment,payment_retry,0.0,0.0,599.2,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003830,2026-07-17T23:20:37Z,CUST_001104,SES_43657391,mobile,paid_search,IN,GJ,high_value,6300.0,INR,upi,None,1,technical_error,technical,0.07,0.309,0.93,treatment,payment_retry,0.0,0.0,752.21,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003831,2026-07-17T23:21:18Z,CUST_001791,SES_47235882,mobile,organic,IN,TG,returning,6200.0,INR,debit_card,Visa,3,authentication_failure,technical,0.088,0.321,0.88,treatment,payment_retry,0.0,0.0,911.82,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003832,2026-07-17T23:28:20Z,CUST_001349,SES_11691483,mobile,direct,IN,KA,new,4600.0,INR,upi,None,2,authentication_failure,technical,0.048,0.165,0.84,treatment,alternative_payment,0.0,0.0,568.41,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003833,2026-07-17T23:49:41Z,CUST_000126,SES_51225104,mobile,organic,IN,MH,returning,2700.0,INR,net_banking,None,2,customer_abandonment,price,0.08,0.44,0.87,treatment,6_percent_discount,0.06,162.0,433.9,25.0,0,0.0,0.0,-25.0,,v4.2.0-bayesian,EXP_002
CHK_003834,2026-07-17T23:57:44Z,CUST_000054,SES_67273605,desktop,email,IN,KA,returning,2900.0,INR,credit_card,Amex,1,authentication_failure,technical,0.088,0.078,0.95,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.2.0-bayesian,EXP_002
CHK_003835,2026-07-18T00:12:00Z,CUST_001235,SES_72115676,tablet,paid_search,IN,TG,returning,1450.0,INR,upi,None,1,authentication_failure,technical,0.088,0.286,0.94,treatment,payment_retry,0.0,0.0,198.14,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003836,2026-07-18T00:39:47Z,CUST_002207,SES_23297620,mobile,direct,IN,GJ,returning,7100.0,INR,credit_card,Mastercard,2,bank_decline,payment,0.063,0.377,0.92,treatment,alternative_payment,0.0,0.0,1006.53,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003837,2026-07-18T01:15:48Z,CUST_001294,SES_43679891,desktop,organic,IN,MH,new,6200.0,INR,credit_card,Visa,1,bank_decline,payment,0.016,0.385,0.93,treatment,alternative_payment,0.0,0.0,1078.51,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003838,2026-07-18T01:25:15Z,CUST_000049,SES_28002712,desktop,direct,IN,KA,new,3300.0,INR,credit_card,Mastercard,1,authentication_failure,technical,0.046,0.179,0.83,treatment,personalized_offer,0.0,0.0,408.47,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003839,2026-07-18T01:29:51Z,CUST_001565,SES_46670383,desktop,paid_search,IN,WB,high_value,21900.0,INR,upi,None,1,authentication_failure,technical,0.081,0.295,0.92,treatment,payment_retry,0.0,0.0,2572.31,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
CHK_003840,2026-07-18T01:42:52Z,CUST_002219,SES_64250324,mobile,paid_search,IN,MH,new,4600.0,INR,upi,None,2,customer_abandonment,price,0.035,0.306,0.79,treatment,personalized_offer,0.0,0.0,656.69,10.0,0,0.0,0.0,-10.0,,v4.2.0-bayesian,EXP_002
CHK_003841,2026-07-18T02:12:08Z,CUST_004639,SES_83346435,desktop,referral,IN,MH,new,4100.0,INR,credit_card,RuPay,1,authentication_failure,technical,0.046,0.288,0.84,treatment,payment_retry,0.0,0.0,501.67,20.0,0,0.0,0.0,-20.0,,v4.2.0-bayesian,EXP_002
